n_blocks,combo,model,k,C,n_train_windows,auc,acc,p_high_low,p_high_moderate,p_high_high
3,1_4_6,svm_lin,30,0.1,902,0.6442878687906495,0.5885922330097088,0.33989243899901966,0.49245332787351087,0.5763873136408438
3,1_4_6,svm_lin,30,1.0,902,0.6490656518050713,0.616504854368932,0.376458753581043,0.5242499296317826,0.6290709988926755
3,1_4_6,logreg,40,0.003,902,0.6225492506362522,0.6043689320388349,0.4100470542907715,0.5200372934341431,0.5612715482711792
3,1_4_6,svm_lin,40,0.01,902,0.613959845414271,0.5060679611650486,0.13840585657944562,0.22986047035937632,0.23649126899386078
3,1_4_6,svm_lin,40,0.1,902,0.6277217456876237,0.49271844660194175,0.029500917029739775,0.025174890256935017,0.02013968385053673
3,1_4_6,svm_lin,40,1.0,902,0.619373880667358,0.5109223300970874,0.15280292210958246,0.25961110043940894,0.26354418821752595
3,1_4_6,logreg,54,0.003,902,0.6311209821849373,0.616504854368932,0.4085712134838104,0.5401972532272339,0.6016332507133484
3,1_4_6,svm_lin,54,0.01,902,0.6224962296163634,0.5266990291262136,0.20276479044177378,0.31866293950981545,0.3450841642281505
3,1_4_6,svm_lin,54,0.1,902,0.635144688472052,0.5036407766990292,0.10151928836208156,0.13263271023630646,0.15137542338113025
3,1_4_6,svm_lin,54,1.0,902,0.6523941936091997,0.5740291262135923,0.17684668115998553,0.29230322422414995,0.35247956201663005
3,1_5_6,logreg,10,0.003,902,0.667416815911019,0.5,0.0882711410522461,0.09648223221302032,0.11794434487819672
3,1_5_6,svm_lin,10,0.01,902,0.6671045810161185,0.5,0.010866903283260211,0.012154889338942295,0.016603007383148783
3,1_5_6,svm_lin,10,0.1,902,0.5850103685550004,0.5,0.009151275097101853,0.010487533748898678,0.011436921996406328
3,1_5_6,svm_lin,10,1.0,902,0.5488087944198322,0.5,0.0092405069779842,0.010492019496661679,0.009832795377345925
3,1_5_6,logreg,20,0.003,902,0.6562411631633518,0.5,0.08839281648397446,0.10491256415843964,0.12814971804618835
3,1_5_6,svm_lin,20,0.01,902,0.6561586860213027,0.5,0.0023208249093589354,0.0025012076252227343,0.00342969651930369
3,1_5_6,svm_lin,20,0.1,902,0.6187258459798284,0.5,0.00022356134364426858,0.00024308451423338788,0.0002882585084651105
3,1_5_6,svm_lin,20,1.0,902,0.5795256386087284,0.5,5.9386456412712925e-05,7.643050143175069e-05,5.847815858214577e-05
3,1_5_6,logreg,30,0.003,902,0.6647657649165803,0.5,0.08553866297006607,0.10648585110902786,0.12904101610183716
3,1_5_6,svm_lin,30,0.01,902,0.6494191252709963,0.5,0.000888449612243993,0.0012651535433376463,0.001225641607991455
3,1_5_6,svm_lin,30,0.1,902,0.6300546705627298,0.5,0.0005234268460165772,0.000581440931457978,0.0001512327475615291
3,1_5_6,svm_lin,30,1.0,902,0.621235507587897,0.49029126213592233,0.028631302304608044,0.01573190110531992,0.002914636823418595
3,1_5_6,logreg,40,0.003,902,0.6439991987934772,0.5,0.1083783432841301,0.13057976961135864,0.15651249885559082
3,1_5_6,svm_lin,40,0.01,902,0.5992082194363277,0.5,0.0018061533279500577,0.00195629958965537,0.001526795986738708
3,1_5_6,svm_lin,40,0.1,902,0.5014197850881327,0.5,0.01184805095622881,0.012295827462266894,0.0009711247061981868
3,1_5_6,svm_lin,40,1.0,902,0.4661549156376662,0.49029126213592233,0.04291713718490357,0.027299633020775982,0.0043135613586209025
3,1_5_6,logreg,54,0.003,902,0.6298956075030635,0.4987864077669903,0.1620664894580841,0.19753830134868622,0.22720810770988464
3,1_5_6,svm_lin,54,0.01,902,0.5724326043924969,0.5,0.011302227594016584,0.011715817202917454,0.008269125786174919
3,1_5_6,svm_lin,54,0.1,902,0.5778348571967198,0.47936893203883496,0.09929304427341872,0.10366875473457711,0.07839424391063678
3,1_5_6,svm_lin,54,1.0,902,0.5205662644924122,0.5279126213592233,0.232282977197708,0.25445229023505783,0.2677542527731339
3,2_3_4,logreg,10,0.003,927,0.5367494580073522,0.4987864077669903,0.3848856985569,0.3923945128917694,0.3943736255168915
3,2_3_4,svm_lin,10,0.01,927,0.5274118672824959,0.5266990291262136,0.49279433164494973,0.5014225762267976,0.5050921904581155
3,2_3_4,svm_lin,10,0.1,927,0.425169667263644,0.5036407766990292,0.8238599333262209,0.845109278465394,0.8349039670710651
3,2_3_4,svm_lin,10,1.0,927,0.39955462343293435,0.5036407766990292,0.8912161916885971,0.9175591914332505,0.901811095235128
3,2_3_4,logreg,20,0.003,927,0.6819563578094071,0.5910194174757282,0.5631780028343201,0.6709094047546387,0.7260807156562805
3,2_3_4,svm_lin,20,0.01,927,0.6389209633330192,0.5509708737864077,0.7084623237904568,0.8531637903830314,0.8947883883515811
3,2_3_4,svm_lin,20,0.1,927,0.6635521726835706,0.5521844660194175,0.7814875528157627,0.9520893853480602,0.985257686065993
3,2_3_4,svm_lin,20,1.0,927,0.6311386558582335,0.5436893203883495,0.8198996088424438,0.9578075466634876,0.9857531747679599
3,2_3_4,logreg,30,0.003,927,0.6721062305589595,0.529126213592233,0.8370043039321899,0.9336894750595093,0.9532756805419922
3,2_3_4,svm_lin,30,0.01,927,0.6393274578188332,0.5351941747572816,0.8724208158850236,0.9840810393702975,0.9978463761786732
3,2_3_4,svm_lin,30,0.1,927,0.6179540955792252,0.5461165048543689,0.8231667786320143,0.975222507954195,0.993725011370208
3,2_3_4,svm_lin,30,1.0,927,0.6456958714299179,0.5533980582524272,0.788842226875144,0.963081011933569,0.9903572935713912
3,2_3_4,logreg,40,0.003,927,0.6718057781129231,0.5254854368932039,0.8447421789169312,0.9422653317451477,0.9602465033531189
3,2_3_4,svm_lin,40,0.01,927,0.6424380243189743,0.5339805825242718,0.8772357184285017,0.9851052425023176,0.9980732202671841
3,2_3_4,svm_lin,40,0.1,927,0.6584945565086248,0.5412621359223301,0.8319064022921856,0.977225563036668,0.9950306517186527
3,2_3_4,svm_lin,40,1.0,927,0.6901805071165991,0.5752427184466019,0.7263984444806711,0.9353554013138846,0.9867989509234097
3,2_3_4,logreg,54,0.003,927,0.6860654868507872,0.5242718446601942,0.860913097858429,0.9543758034706116,0.9735555052757263
3,2_3_4,svm_lin,54,0.01,927,0.6549038552172683,0.5327669902912622,0.8697062159015889,0.9837896645195182,0.9973115518381507
3,2_3_4,svm_lin,54,0.1,927,0.6821183664812894,0.5570388349514563,0.785134768384943,0.9656659853775695,0.9906041167445342
3,2_3_4,svm_lin,54,1.0,927,0.7316105429352435,0.5485436893203883,0.7989139693310746,0.9720230607353841,0.9910889471524547
3,2_3_5,logreg,10,0.003,927,0.573257375812989,0.49514563106796117,0.16901618242263794,0.159096822142601,0.17729872465133667
3,2_3_5,svm_lin,10,0.01,927,0.5758318408898105,0.5194174757281553,0.16824105063170836,0.16746413495526719,0.19757536718059934
3,2_3_5,svm_lin,10,0.1,927,0.5679493825996795,0.5485436893203883,0.3673813104817211,0.37738863737890765,0.4356384140052159
3,2_3_5,svm_lin,10,1.0,927,0.5630655575454802,0.5388349514563107,0.4270918772649667,0.43822803493796875,0.49479500486573863
3,2_3_5,logreg,20,0.003,927,0.5739348666226789,0.5145631067961165,0.36019468307495117,0.34993776679039,0.3839367628097534
3,2_3_5,svm_lin,20,0.01,927,0.5758495145631068,0.5254854368932039,0.851703374963035,0.8396736429546241,0.8920786449495777
3,2_3_5,svm_lin,20,0.1,927,0.5956617023282119,0.5060679611650486,0.9785873824603658,0.9782614777853154,0.9966309044200647
3,2_3_5,svm_lin,20,1.0,927,0.6015882741068903,0.5097087378640777,0.9805345153325454,0.9696443808408076,0.9990368906134326
3,2_3_5,logreg,30,0.003,927,0.6262489395796023,0.5728155339805825,0.4183003604412079,0.4682009816169739,0.52879798412323
3,2_3_5,svm_lin,30,0.01,927,0.6854793100197946,0.5339805825242718,0.8561497162034739,0.9446733228054427,0.9841209218790546
3,2_3_5,svm_lin,30,0.1,927,0.6982220284663965,0.5169902912621359,0.9347636914658636,0.9817989514231504,0.998743964694324
3,2_3_5,svm_lin,30,1.0,927,0.6951939391083043,0.5412621359223301,0.8796981967830324,0.9548095520349597,0.9949540732756632
3,2_3_5,logreg,40,0.003,927,0.641725186162692,0.5606796116504854,0.6748886704444885,0.7569443583488464,0.8071137070655823
3,2_3_5,svm_lin,40,0.01,927,0.684954991045339,0.5133495145631068,0.937889597654776,0.9981022653022656,0.9995768861381386
3,2_3_5,svm_lin,40,0.1,927,0.687293807144877,0.5097087378640777,0.9575274450284759,0.9992237969068289,0.9998094676235532
3,2_3_5,svm_lin,40,1.0,927,0.6944457536054294,0.5121359223300971,0.9594992869107862,0.967176781725314,0.9971121167236113
3,2_3_5,logreg,54,0.003,927,0.6089287397492695,0.5145631067961165,0.8277901411056519,0.8837597370147705,0.9046077728271484
3,2_3_5,svm_lin,54,0.01,927,0.6756998774625318,0.5060679611650486,0.9570352768935951,0.999355456158389,0.9998258563786825
3,2_3_5,svm_lin,54,0.1,927,0.675985601847488,0.5194174757281553,0.916688442217989,0.9984461167833153,0.9992183445709116
3,2_3_5,svm_lin,54,1.0,927,0.6899095107927232,0.5643203883495146,0.7919617541901836,0.9194782013272904,0.9837544390822741
3,2_3_6,logreg,10,0.003,902,0.5946896502969177,0.4878640776699029,0.24891531467437744,0.2542155683040619,0.2834895849227905
3,2_3_6,svm_lin,10,0.01,902,0.5650744650768216,0.5242718446601942,0.43759473080938305,0.4428630440182757,0.4758278944661537
3,2_3_6,svm_lin,10,0.1,902,0.5795138561598643,0.537621359223301,0.4423256443623504,0.49444286126392206,0.5260769049750842
3,2_3_6,svm_lin,10,1.0,902,0.5784357620887925,0.5400485436893204,0.44396878960461755,0.5033753942886546,0.5310237179608498
3,2_3_6,logreg,20,0.003,902,0.6568597417287209,0.5776699029126213,0.30911070108413696,0.35382190346717834,0.41855037212371826
3,2_3_6,svm_lin,20,0.01,902,0.5926453954189839,0.5473300970873787,0.43293624414063486,0.49450929468230187,0.538679990649177
3,2_3_6,svm_lin,20,0.1,902,0.6354039023470638,0.6286407766990292,0.5326888461755824,0.7061110905880603,0.8135860016824331
3,2_3_6,svm_lin,20,1.0,902,0.6246111791874824,0.6359223300970874,0.42547400916332784,0.6129690033835724,0.6819537465695693
3,2_3_6,logreg,30,0.003,902,0.6616905457630314,0.5837378640776699,0.3232490122318268,0.3894714117050171,0.4586419463157654
3,2_3_6,svm_lin,30,0.01,902,0.6289235554717693,0.5849514563106796,0.6077587772639008,0.7515586251659965,0.8078359581739657
3,2_3_6,svm_lin,30,0.1,902,0.6527358846262606,0.5776699029126213,0.7213870253664585,0.8994639357556933,0.9640589791233292
3,2_3_6,svm_lin,30,1.0,902,0.6411360637194835,0.6189320388349514,0.4609995116938543,0.6027326118035757,0.736871370781355
3,2_3_6,logreg,40,0.003,902,0.6846722122725987,0.6128640776699029,0.3310401737689972,0.40723711252212524,0.4874653220176697
3,2_3_6,svm_lin,40,0.01,902,0.6808841549627676,0.5570388349514563,0.7096375926715751,0.8709787061520188,0.9312270141244765
3,2_3_6,svm_lin,40,0.1,902,0.7060632481855029,0.6116504854368932,0.6135949190370809,0.835823316899376,0.9494823208508053
3,2_3_6,svm_lin,40,1.0,902,0.7000424168159112,0.5813106796116505,0.10798251317664868,0.22132371754095814,0.3105576703404061
3,2_3_6,logreg,54,0.003,902,0.7021956593458384,0.5509708737864077,0.7179802656173706,0.8414128422737122,0.8904314637184143
3,2_3_6,svm_lin,54,0.01,902,0.7030763973984353,0.5364077669902912,0.8511021802962739,0.9825844385637255,0.9941339375243826
3,2_3_6,svm_lin,54,0.1,902,0.7175747007257989,0.5885922330097088,0.6976684932831241,0.8890776169482514,0.9812030952443577
3,2_3_6,svm_lin,54,1.0,902,0.720808982939014,0.6881067961165048,0.4083907209292579,0.590483543154101,0.845201323868284
3,2_4_5,logreg,10,0.003,927,0.45748303327363554,0.5,0.9958488941192627,0.9955137968063354,0.9956271648406982
3,2_4_5,svm_lin,10,0.01,927,0.4216054764822321,0.5,0.9999999999947823,0.9999999999898386,0.9999999999952071
3,2_4_5,svm_lin,10,0.1,927,0.5264103591290413,0.5,0.999999999999946,0.9999999999999443,0.9999999999999473
3,2_4_5,svm_lin,10,1.0,927,0.4033633000282779,0.5,0.9999999999946884,0.99999999999525,0.9999999999964159
3,2_4_5,logreg,20,0.003,927,0.6059713450843622,0.5,0.9412209391593933,0.9751676321029663,0.9891229867935181
3,2_4_5,svm_lin,20,0.01,927,0.5977766518993308,0.5,0.9994471620542781,0.9998836909105582,0.9999765757431082
3,2_4_5,svm_lin,20,0.1,927,0.5655663823169007,0.5,0.9999999999973902,0.9999999999996534,0.9999999999999062
3,2_4_5,svm_lin,20,1.0,927,0.578123527193892,0.5,0.9999999999945031,0.999999999999418,0.9999999999998683
3,2_4_5,logreg,30,0.003,927,0.6362787491752286,0.5,0.9410298466682434,0.9762682318687439,0.9887393116950989
3,2_4_5,svm_lin,30,0.01,927,0.648847676501084,0.5,0.9998130672886616,0.9999999531858742,0.9999999995723708
3,2_4_5,svm_lin,30,0.1,927,0.637259638043171,0.5,0.9998702190135865,0.9999811880511982,0.999999999826282
3,2_4_5,svm_lin,30,1.0,927,0.629595155057027,0.5,0.9983279785023814,0.9993665604870398,0.9999954880228652
3,2_4_5,logreg,40,0.003,927,0.6294802761806014,0.5,0.9453607797622681,0.9790668487548828,0.990432620048523
3,2_4_5,svm_lin,40,0.01,927,0.6065486850787067,0.5,0.9999999968702422,0.9999999994593113,0.999999999998371
3,2_4_5,svm_lin,40,0.1,927,0.5527176218305212,0.5,0.9999999998147832,0.9999999976645366,0.9999999999961449
3,2_4_5,svm_lin,40,1.0,927,0.5535512300876614,0.5,0.9999735125922986,0.9998838042805193,0.9999999951324787
3,2_4_5,logreg,54,0.003,927,0.6413481477990386,0.5012135922330098,0.9253800511360168,0.9659796953201294,0.9825302958488464
3,2_4_5,svm_lin,54,0.01,927,0.5886599820906777,0.5,0.9999999998487049,0.9999999998880991,0.9999999999996623
3,2_4_5,svm_lin,54,0.1,927,0.579225186162692,0.5,0.9999999931261433,0.999971668557951,0.9999999998338677
3,2_4_5,svm_lin,54,1.0,927,0.5897969884060703,0.5,0.9999890839041149,0.9999128479741178,0.9999999866253224
3,2_4_6,logreg,10,0.003,902,0.39139527759449527,0.5,0.9595690369606018,0.9634581804275513,0.9576449394226074
3,2_4_6,svm_lin,10,0.01,902,0.403990715430295,0.5,0.9998648149698935,0.9999991217575381,0.9999167215535606
3,2_4_6,svm_lin,10,0.1,902,0.4356678292016213,0.5,0.9999748830178231,0.9999999135703364,0.9999321874648108
3,2_4_6,svm_lin,10,1.0,902,0.4765706004335941,0.4975728155339806,0.8554062513458711,0.9210211854953166,0.8814499054425913
3,2_4_6,logreg,20,0.003,902,0.6174386134414177,0.5813106796116505,0.7137472629547119,0.901606023311615,0.963381290435791
3,2_4_6,svm_lin,20,0.01,902,0.6081393156753699,0.5473300970873787,0.8165509110881182,0.96226159790056,0.9924276202563032
3,2_4_6,svm_lin,20,0.1,902,0.6269558865114525,0.5970873786407767,0.6708274495559219,0.8814058010470914,0.9662510725232453
3,2_4_6,svm_lin,20,1.0,902,0.6312977189178999,0.6128640776699029,0.5484918913338224,0.7859358592096005,0.8819519359539397
3,2_4_6,logreg,30,0.003,902,0.640493920256386,0.6007281553398058,0.6301784515380859,0.8380889296531677,0.9159950613975525
3,2_4_6,svm_lin,30,0.01,902,0.6317454519747383,0.5800970873786407,0.7112430930884959,0.9256995526272147,0.9818237340835536
3,2_4_6,svm_lin,30,0.1,902,0.6663563955132434,0.6092233009708737,0.590193637607244,0.811970528342319,0.9252282418764395
3,2_4_6,svm_lin,30,1.0,902,0.6716467150532567,0.6116504854368932,0.2988337886857408,0.5778284321918244,0.6688019025209906
3,2_4_6,logreg,40,0.003,902,0.6545739466490714,0.5885922330097088,0.6786373257637024,0.8672682642936707,0.9416495561599731
3,2_4_6,svm_lin,40,0.01,902,0.6672017862192479,0.558252427184466,0.780322289098734,0.9438530871748624,0.9879049065995282
3,2_4_6,svm_lin,40,0.1,902,0.702643392402677,0.5643203883495146,0.7827820925578819,0.9328490653909964,0.989418588661016
3,2_4_6,svm_lin,40,1.0,902,0.6965047365444434,0.5461165048543689,0.8520924139989416,0.9357157612935152,0.9930665472363539
3,2_4_6,logreg,54,0.003,902,0.665089782260345,0.587378640776699,0.6922336220741272,0.8683739900588989,0.9507871270179749
3,2_4_6,svm_lin,54,0.01,902,0.6773111273447074,0.5606796116504854,0.782116446939736,0.9312979673074557,0.9859682127582428
3,2_4_6,svm_lin,54,0.1,902,0.6959156141012348,0.6286407766990292,0.6044336878254144,0.7914368534066933,0.9513534421049259
3,2_4_6,svm_lin,54,1.0,902,0.6791315156942219,0.5533980582524272,0.8560883772136828,0.9075083203409018,0.988849004993996
3,2_5_6,logreg,10,0.003,902,0.623762842869262,0.6007281553398058,0.5805376768112183,0.6753864288330078,0.7620090842247009
3,2_5_6,svm_lin,10,0.01,902,0.6314273258554057,0.6043689320388349,0.6311385164437456,0.7445251680283207,0.8705192203605452
3,2_5_6,svm_lin,10,0.1,902,0.6209291639174286,0.5643203883495146,0.7724408930873817,0.925140233300021,0.9808965751136893
3,2_5_6,svm_lin,10,1.0,902,0.613959845414271,0.5606796116504854,0.7947715146168713,0.9419288083106004,0.984966510690698
3,2_5_6,logreg,20,0.003,902,0.6269971250824772,0.5934466019417476,0.6615769267082214,0.7891972661018372,0.8799023628234863
3,2_5_6,svm_lin,20,0.01,902,0.6305730983127533,0.5983009708737864,0.6807917700113476,0.8204633393171349,0.9349149266971112
3,2_5_6,svm_lin,20,0.1,902,0.61952116127816,0.5764563106796117,0.7219892995944822,0.8525829020927962,0.9503332211444762
3,2_5_6,svm_lin,20,1.0,902,0.6164518333490433,0.595873786407767,0.6745763872377518,0.7927571067771417,0.9084344017487497
3,2_5_6,logreg,30,0.003,902,0.6388355405787539,0.5934466019417476,0.6633737683296204,0.7976284623146057,0.8981676697731018
3,2_5_6,svm_lin,30,0.01,902,0.6307792911678763,0.5861650485436893,0.7273764306103904,0.8664139816777684,0.9655985105762388
3,2_5_6,svm_lin,30,0.1,902,0.6287762748609671,0.5351941747572816,0.8613173915408155,0.9657022944278559,0.9888788667323246
3,2_5_6,svm_lin,30,1.0,902,0.6332771703270808,0.5133495145631068,0.905992628550652,0.9721830291074467,0.9897149900915814
3,2_5_6,logreg,40,0.003,902,0.6529185125836554,0.6128640776699029,0.603660523891449,0.7346993684768677,0.845104455947876
3,2_5_6,svm_lin,40,0.01,902,0.6404291167876331,0.6043689320388349,0.6561025716589867,0.7745363262827737,0.9063118595255631
3,2_5_6,svm_lin,40,0.1,902,0.6474161089640872,0.5558252427184466,0.8090337706762802,0.9210737650261641,0.9775254193708183
3,2_5_6,svm_lin,40,1.0,902,0.6088050240361957,0.5,0.9935129356219506,0.998573884577467,0.9996082277311614
3,2_5_6,logreg,54,0.003,902,0.6588333019134697,0.5934466019417476,0.6349514126777649,0.7804408669471741,0.8746786713600159
3,2_5_6,svm_lin,54,0.01,902,0.6111791874823264,0.5898058252427184,0.46856402527776186,0.5849344421664466,0.6735275492507344
3,2_5_6,svm_lin,54,0.1,902,0.5691806485059855,0.5327669902912622,0.911809776819967,0.9377503057503758,0.9916915723328543
3,2_5_6,svm_lin,54,1.0,902,0.6004542134037139,0.5,0.999391996717422,0.9999216776950719,0.9999999980152637
3,3_4_5,logreg,10,0.003,927,0.5300570270525027,0.47815533980582525,0.2719343304634094,0.2685796916484833,0.26651307940483093
3,3_4_5,svm_lin,10,0.01,927,0.5188224620605146,0.4830097087378641,0.22557827158245314,0.22633520872013949,0.2243528172072534
3,3_4_5,svm_lin,10,0.1,927,0.5202775944952399,0.4987864077669903,0.4432429448707354,0.44798506272790806,0.45448798249539435
3,3_4_5,svm_lin,10,1.0,927,0.5072815533980582,0.5133495145631068,0.747090790463792,0.7568535016271876,0.7608048329539899
3,3_4_5,logreg,20,0.003,927,0.624787915920445,0.4854368932038835,0.2424452304840088,0.2896610498428345,0.30712372064590454
3,3_4_5,svm_lin,20,0.01,927,0.6134355264398152,0.470873786407767,0.14723612712149975,0.181101865220234,0.17010986508818446
3,3_4_5,svm_lin,20,0.1,927,0.6125636252238664,0.6347087378640777,0.48129109962534583,0.5980504785236002,0.7014206155457642
3,3_4_5,svm_lin,20,1.0,927,0.6165402017155246,0.6116504854368932,0.6133455188754418,0.7353931387728544,0.8491273027395085
3,3_4_5,logreg,30,0.003,927,0.6236685832783485,0.47936893203883496,0.2662864625453949,0.3336777985095978,0.34754011034965515
3,3_4_5,svm_lin,30,0.01,927,0.6141247996983693,0.5946601941747572,0.4184927043628722,0.5662654798872266,0.6212774544377766
3,3_4_5,svm_lin,30,0.1,927,0.6209527288151571,0.6456310679611651,0.5246489575102761,0.7257785927245106,0.8382260279729166
3,3_4_5,svm_lin,30,1.0,927,0.628911773022905,0.5279126213592233,0.23716598918204296,0.3767880792699093,0.3726160247891719
3,3_4_5,logreg,40,0.003,927,0.6243932038834952,0.508495145631068,0.31760820746421814,0.4013923704624176,0.4225763976573944
3,3_4_5,svm_lin,40,0.01,927,0.6072202846639645,0.5752427184466019,0.6733665288484185,0.8373429584432845,0.8970729005975149
3,3_4_5,svm_lin,40,0.1,927,0.6229086153266095,0.5934466019417476,0.6641237749156205,0.8575863387750716,0.9459768261480748
3,3_4_5,svm_lin,40,1.0,927,0.6348442360260157,0.6407766990291263,0.5950382085352474,0.7722583526034288,0.9148472733962434
3,3_4_5,logreg,54,0.003,927,0.6180954849655953,0.4890776699029126,0.26440587639808655,0.3517690598964691,0.35164812207221985
3,3_4_5,svm_lin,54,0.01,927,0.6090642379112075,0.6286407766990292,0.4676356350957429,0.6601179604726141,0.720651557539805
3,3_4_5,svm_lin,54,0.1,927,0.6190321896502969,0.6007281553398058,0.3135031387366653,0.5357062965917171,0.5984325570429094
3,3_4_5,svm_lin,54,1.0,927,0.6200484258648318,0.6189320388349514,0.4494185339494672,0.6278992400720304,0.7571350904910678
3,3_4_6,logreg,10,0.003,902,0.6045633424450938,0.5,0.1079726368188858,0.1376374512910843,0.15521952509880066
3,3_4_6,svm_lin,10,0.01,902,0.6102365915731925,0.5,0.009881392379529542,0.013486407604188047,0.013839251950025009
3,3_4_6,svm_lin,10,0.1,902,0.5667416815911018,0.49393203883495146,0.03473174313851652,0.042789784945513915,0.024333665545300445
3,3_4_6,svm_lin,10,1.0,902,0.554411348854746,0.470873786407767,0.08836691201070265,0.12289246473265315,0.080571559627433
3,3_4_6,logreg,20,0.003,902,0.6451892261287586,0.5,0.07040596008300781,0.10141296684741974,0.11545582860708237
3,3_4_6,svm_lin,20,0.01,902,0.6309147893298143,0.4975728155339806,0.021881246098589085,0.027585517203199485,0.025389255331922593
3,3_4_6,svm_lin,20,0.1,902,0.6148199641813554,0.5,0.017507270889949342,0.026352557178858028,0.021062426050889364
3,3_4_6,svm_lin,20,1.0,902,0.6097476199453294,0.5,0.014382934399555885,0.03155610765982906,0.02170943791346499
3,3_4_6,logreg,30,0.003,902,0.6419372702422471,0.5,0.08500251173973083,0.13103966414928436,0.1441260427236557
3,3_4_6,svm_lin,30,0.01,902,0.6325054199264776,0.49514563106796117,0.02670768513542468,0.04893287751236971,0.035490644956682874
3,3_4_6,svm_lin,30,0.1,902,0.6304965123951363,0.4975728155339806,0.012740144050497577,0.022069037487354077,0.012333155809041504
3,3_4_6,svm_lin,30,1.0,902,0.6270206899802055,0.5,0.0013288791581186155,0.004107418974554307,0.0016785209345908261
3,3_4_6,logreg,40,0.003,902,0.6523647374870393,0.5,0.08107468485832214,0.12800036370754242,0.14201562106609344
3,3_4_6,svm_lin,40,0.01,902,0.638567489867094,0.49514563106796117,0.02106091727761005,0.04527738286028362,0.02647631952280351
3,3_4_6,svm_lin,40,0.1,902,0.6206051465736638,0.4854368932038835,0.05363564166081479,0.15369219645834373,0.0951815453002515
3,3_4_6,svm_lin,40,1.0,902,0.6152676972381941,0.4842233009708738,0.09017701297673002,0.23332366895085652,0.16558726214215244
3,3_4_6,logreg,54,0.003,902,0.6399990574040908,0.49029126213592233,0.09909211099147797,0.1704084873199463,0.17330870032310486
3,3_4_6,svm_lin,54,0.01,902,0.631586388915072,0.4878640776699029,0.03876241627070417,0.09011293419875634,0.05375228625607335
3,3_4_6,svm_lin,54,0.1,902,0.6523706287114713,0.4963592233009709,0.09187030738963854,0.20336894093956365,0.17017487012811633
3,3_4_6,svm_lin,54,1.0,902,0.663175134319917,0.5509708737864077,0.16280274941689554,0.3112003128091094,0.3461585128601385
3,3_5_6,logreg,10,0.003,902,0.5419219530587237,0.4878640776699029,0.10716354846954346,0.09739355742931366,0.09392902255058289
3,3_5_6,svm_lin,10,0.01,902,0.5454684701668395,0.4963592233009709,0.06515442888932156,0.05974835572792691,0.055083224599199
3,3_5_6,svm_lin,10,0.1,902,0.5733221792817419,0.4963592233009709,0.021621142706100032,0.004359556698178272,0.00902960236736711
3,3_5_6,svm_lin,10,1.0,902,0.6098359883118109,0.49150485436893204,0.02758506384023903,0.0002281257665005938,0.004250351613478841
3,3_5_6,logreg,20,0.003,902,0.557910736167405,0.4854368932038835,0.12011191248893738,0.11591719090938568,0.10424824804067612
3,3_5_6,svm_lin,20,0.01,902,0.5394770949194081,0.4830097087378641,0.08232610843971701,0.09035973690449983,0.059475881585338605
3,3_5_6,svm_lin,20,0.1,902,0.5428468752945612,0.49393203883495146,0.05279714989189419,0.03278358369198551,0.026202941233625807
3,3_5_6,svm_lin,20,1.0,902,0.5441782920162127,0.49514563106796117,0.048788232983946606,0.021029048610045547,0.027443048256847277
3,3_5_6,logreg,30,0.003,902,0.5675605617871619,0.4975728155339806,0.028304262086749077,0.013040331192314625,0.012075991369783878
3,3_5_6,svm_lin,30,0.01,902,0.550305165425582,0.4975728155339806,0.0258491429211202,0.0010985870594209526,0.007263888039870374
3,3_5_6,svm_lin,30,0.1,902,0.4953812800452446,0.4975728155339806,0.019304606668769486,5.4150758783589234e-06,0.005942609456870414
3,3_5_6,svm_lin,30,1.0,902,0.46636994532943726,0.49150485436893204,0.02862985446868411,0.010230206271430316,0.002992835768597524
3,3_5_6,logreg,40,0.003,902,0.6260015081534547,0.5,0.00011200609151273966,4.257891487213783e-05,7.11624015821144e-05
3,3_5_6,svm_lin,40,0.01,902,0.5748008766141954,0.5,9.036418933303298e-08,9.292537637762998e-08,9.629544264446436e-08
3,3_5_6,svm_lin,40,0.1,902,0.5845390706004335,0.5,1.0398204075695613e-07,9.859315854463164e-08,1.0243177950178374e-07
3,3_5_6,svm_lin,40,1.0,902,0.5055730983127533,0.4963592233009709,0.012416532047666538,1.0003644417491e-07,1.7656460094841615e-05
3,3_5_6,logreg,54,0.003,902,0.627951503440475,0.5,8.168842032318935e-05,4.92450526508037e-05,4.264637391315773e-05
3,3_5_6,svm_lin,54,0.01,902,0.540295975115468,0.5,9.232863998590606e-08,9.282609847734822e-08,9.516284517785504e-08
3,3_5_6,svm_lin,54,0.1,902,0.5787862899425016,0.5,2.4354386599893614e-07,9.786002445668096e-08,9.969302321638572e-08
3,3_5_6,svm_lin,54,1.0,902,0.5097116834762938,0.49393203883495146,0.02288501543584773,0.00012880830369327095,8.327714682406135e-07
3,4_5_6,logreg,10,0.003,902,0.47645277594495244,0.5,0.7958599328994751,0.7897735834121704,0.7868863344192505
3,4_5_6,svm_lin,10,0.01,902,0.5121359223300972,0.5,0.7328227670814845,0.7225105066121069,0.7213400514161332
3,4_5_6,svm_lin,10,0.1,902,0.49425605617871615,0.5048543689320388,0.6669372956403619,0.6622945644896858,0.6550472836947482
3,4_5_6,svm_lin,10,1.0,902,0.46064072956923363,0.5,0.8485274099921806,0.8489734964414559,0.8436608109286642
